geoid,neighborhood_name,value,average_label,rank,variable,region_name,tract_name
42101013200,Poplar-Temple,43.89500618,Below Average,312,Ozone concentration,Greater Center City,Poplar-Temple 2
42101013300,Fairmount-Spring Garden,43.40325296,Average,244,Ozone concentration,Greater Center City,Fairmount-Spring Garden 2
42101013401,Fairmount-Spring Garden,43.40325296,Average,244,Ozone concentration,Greater Center City,Fairmount-Spring Garden 3
42101013402,Fairmount-Spring Garden,43.40325296,Average,244,Ozone concentration,Greater Center City,Fairmount-Spring Garden 4
42101013500,Fairmount-Spring Garden,43.40325296,Average,244,Ozone concentration,Greater Center City,Fairmount-Spring Garden 5
42101013601,Fairmount-Spring Garden,43.40325296,Average,244,Ozone concentration,Greater Center City,Fairmount-Spring Garden 6
42101013602,Fairmount-Spring Garden,43.40325296,Average,244,Ozone concentration,Greater Center City,Fairmount-Spring Garden 7
42101013700,Strawberry Mansion,43.40325296,Average,244,Ozone concentration,Lower North,Strawberry Mansion 1
42101013800,Sharswood-Stanton,43.40325296,Average,244,Ozone concentration,Lower North,Sharswood-Stanton 1
42101013900,Sharswood-Stanton,43.40325296,Average,244,Ozone concentration,Lower North,Sharswood-Stanton 2
42101014000,Sharswood-Stanton,43.40325296,Average,244,Ozone concentration,Lower North,Sharswood-Stanton 3
42101014100,Poplar-Temple,44.22438517,Below Average,324,Ozone concentration,Lower North,Poplar-Temple 3
42101014200,Northern Liberties-West Kensington,44.37290132,Below Average,334,Ozone concentration,Greater Center City,Northern Liberties-West Kensington 1
42101014300,Lower Kensington,44.3790257,Below Average,337,Ozone concentration,East,Lower Kensington 1
42101014400,Northern Liberties-West Kensington,44.3790257,Below Average,337,Ozone concentration,East,Northern Liberties-West Kensington 2
42101014500,Poplar-Temple,44.3790257,Below Average,337,Ozone concentration,Lower North,Poplar-Temple 4
42101014600,Poplar-Temple,44.25558075,Below Average,325,Ozone concentration,Lower North,Poplar-Temple 5
42101014700,Sharswood-Stanton,43.40325296,Average,244,Ozone concentration,Lower North,Sharswood-Stanton 4
42101014800,Sharswood-Stanton,43.40325296,Average,244,Ozone concentration,Lower North,Sharswood-Stanton 5
42101014900,Strawberry Mansion,43.40325296,Average,244,Ozone concentration,Lower North,Strawberry Mansion 2
42101015101,Strawberry Mansion,43.40325296,Average,244,Ozone concentration,Lower North,Strawberry Mansion 3
42101015102,Strawberry Mansion,43.40325296,Average,244,Ozone concentration,Lower North,Strawberry Mansion 4
42101015200,Strawberry Mansion,43.40325296,Average,244,Ozone concentration,Lower North,Strawberry Mansion 5
42101015300,Sharswood-Stanton,43.44273731,Average,268,Ozone concentration,Lower North,Sharswood-Stanton 6
42101015600,Northern Liberties-West Kensington,44.37902197,Below Average,336,Ozone concentration,East,Northern Liberties-West Kensington 3
42101015700,Northern Liberties-West Kensington,44.37902942,Below Average,352,Ozone concentration,East,Northern Liberties-West Kensington 4
42101015800,Lower Kensington,44.3790257,Below Average,337,Ozone concentration,East,Lower Kensington 2
42101016000,Lower Kensington,44.3790257,Below Average,337,Ozone concentration,East,Lower Kensington 3
42101016100,Lower Kensington,44.3790257,Below Average,337,Ozone concentration,East,Lower Kensington 4
42101016200,Northern Liberties-West Kensington,44.3790257,Below Average,337,Ozone concentration,East,Northern Liberties-West Kensington 5
42101016300,Northern Liberties-West Kensington,44.3790257,Below Average,337,Ozone concentration,East,Northern Liberties-West Kensington 6
42101016400,Northern Liberties-West Kensington,44.3790257,Below Average,337,Ozone concentration,East,Northern Liberties-West Kensington 7
42101016500,Poplar-Temple,44.3790257,Below Average,337,Ozone concentration,Lower North,Poplar-Temple 6
42101016600,Poplar-Temple,44.3790257,Below Average,337,Ozone concentration,Lower North,Poplar-Temple 7
42101016701,Sharswood-Stanton,43.40324923,Average,243,Ozone concentration,Lower North,Sharswood-Stanton 7
42101016702,Sharswood-Stanton,43.76291111,Below Average,305,Ozone concentration,Lower North,Sharswood-Stanton 8
42101016800,Strawberry Mansion,43.40325296,Average,244,Ozone concentration,Lower North,Strawberry Mansion 6
42101016901,Strawberry Mansion,43.39069873,Average,242,Ozone concentration,Lower North,Strawberry Mansion 7
42101016902,Strawberry Mansion,43.21767762,Average,238,Ozone concentration,Lower North,Strawberry Mansion 8
42101017000,Nicetown-Tioga,42.10560769,Average,158,Ozone concentration,Lower North,Nicetown-Tioga 1
42101017100,Nicetown-Tioga,42.10560769,Average,158,Ozone concentration,Lower North,Nicetown-Tioga 2
42101017201,Nicetown-Tioga,42.27691144,Average,194,Ozone concentration,Lower North,Nicetown-Tioga 3
42101017202,Nicetown-Tioga,42.13927686,Average,168,Ozone concentration,Lower North,Nicetown-Tioga 4
42101017300,Nicetown-Tioga,42.42867604,Average,216,Ozone concentration,Lower North,Nicetown-Tioga 5
42101017400,Hunting Park-Fairhill,42.85105318,Average,231,Ozone concentration,Lower North,Hunting Park-Fairhill 1
42101017500,Hunting Park-Fairhill,42.19946265,Average,177,Ozone concentration,East,Hunting Park-Fairhill 2
42101017601,Hunting Park-Fairhill,44.02181134,Below Average,318,Ozone concentration,East,Hunting Park-Fairhill 3
42101017602,Hunting Park-Fairhill,42.23465174,Average,179,Ozone concentration,East,Hunting Park-Fairhill 4
42101017701,Upper Kensington,42.51996428,Average,218,Ozone concentration,East,Upper Kensington 1
42101017702,Upper Kensington,43.22681949,Average,240,Ozone concentration,East,Upper Kensington 2
42101017800,Upper Kensington,44.3790257,Below Average,337,Ozone concentration,East,Upper Kensington 3
42101017900,Upper Kensington,44.3790257,Below Average,337,Ozone concentration,East,Upper Kensington 4
42101018001,Richmond-Bridesburg,44.3790257,Below Average,337,Ozone concentration,East,Richmond-Bridesburg 1
42101018002,Richmond-Bridesburg,44.37902942,Below Average,352,Ozone concentration,East,Richmond-Bridesburg 2
42101018300,Richmond-Bridesburg,38.26745227,Above Average,37,Ozone concentration,Lower Northeast (East),Richmond-Bridesburg 3
42101018400,Richmond-Bridesburg,37.79804334,Above Average,17,Ozone concentration,Lower Northeast (East),Richmond-Bridesburg 4
42101018800,Juniata Park-Harrowgate,42.00015217,Average,151,Ozone concentration,East,Juniata Park-Harrowgate 1
42101019000,Juniata Park-Harrowgate,38.75052556,Above Average,40,Ozone concentration,East,Juniata Park-Harrowgate 2
42101019100,Juniata Park-Harrowgate,40.54420441,Above Average,83,Ozone concentration,East,Juniata Park-Harrowgate 3
42101019200,Juniata Park-Harrowgate,40.63005745,Average,88,Ozone concentration,East,Juniata Park-Harrowgate 4
42101019501,Hunting Park-Fairhill,40.63005745,Average,88,Ozone concentration,East,Hunting Park-Fairhill 5
42101019502,Hunting Park-Fairhill,40.63005745,Average,88,Ozone concentration,East,Hunting Park-Fairhill 6
42101019700,Hunting Park-Fairhill,40.63005745,Average,88,Ozone concentration,East,Hunting Park-Fairhill 7
42101019800,Hunting Park-Fairhill,40.63005745,Average,88,Ozone concentration,East,Hunting Park-Fairhill 8
42101019900,Hunting Park-Fairhill,40.63005745,Average,88,Ozone concentration,East,Hunting Park-Fairhill 9
42101020000,Nicetown-Tioga,40.63005745,Average,88,Ozone concentration,Lower North,Nicetown-Tioga 6
42101020101,Nicetown-Tioga,40.86808115,Average,120,Ozone concentration,Lower North,Nicetown-Tioga 7
42101020102,Nicetown-Tioga,40.69795087,Average,104,Ozone concentration,Lower North,Nicetown-Tioga 8
42101020200,Nicetown-Tioga,42.09253937,Average,157,Ozone concentration,Lower North,Nicetown-Tioga 9
42101020300,Nicetown-Tioga,40.63005745,Average,88,Ozone concentration,East,Nicetown-Tioga 10
42101020400,Nicetown-Tioga,40.68548605,Average,102,Ozone concentration,East,Nicetown-Tioga 11
42101020500,Nicetown-Tioga,41.99084267,Average,150,Ozone concentration,Lower North,Nicetown-Tioga 12
42101020600,East Falls-Westside,42.10560769,Average,158,Ozone concentration,Northwest,East Falls-Westside 1
42101020700,East Falls-Westside,42.10560769,Average,158,Ozone concentration,Northwest,East Falls-Westside 2
42101020800,East Falls-Westside,42.10560769,Average,158,Ozone concentration,Northwest,East Falls-Westside 3
42101020900,Roxborough-Manayunk,42.10560769,Average,158,Ozone concentration,Northwest,Roxborough-Manayunk 1
42101021000,Roxborough-Manayunk,42.06176475,Average,154,Ozone concentration,Northwest,Roxborough-Manayunk 2
42101021100,Roxborough-Manayunk,42.07557812,Average,155,Ozone concentration,Northwest,Roxborough-Manayunk 3
42101021200,Roxborough-Manayunk,40.95935822,Average,124,Ozone concentration,Northwest,Roxborough-Manayunk 4
42101021300,Roxborough-Manayunk,41.77490622,Average,146,Ozone concentration,Northwest,Roxborough-Manayunk 5
42101021400,Roxborough-Manayunk,41.9768393,Average,149,Ozone concentration,Northwest,Roxborough-Manayunk 6
42101021500,Roxborough-Manayunk,41.74854606,Average,143,Ozone concentration,Northwest,Roxborough-Manayunk 7
42101021600,Roxborough-Manayunk,41.70402884,Average,141,Ozone concentration,Northwest,Roxborough-Manayunk 8
42101021700,Roxborough-Manayunk,41.67353362,Average,138,Ozone concentration,Northwest,Roxborough-Manayunk 9
42101021800,Roxborough-Manayunk,41.70069844,Average,139,Ozone concentration,Northwest,Roxborough-Manayunk 10
42101021900,Roxborough-Manayunk,41.70069844,Average,139,Ozone concentration,Northwest,Roxborough-Manayunk 11
42101022000,Roxborough-Manayunk,41.710224,Average,142,Ozone concentration,Northwest,Roxborough-Manayunk 12
42101023100,Chestnut Hill-West Mt. Airy,40.62008485,Above Average,85,Ozone concentration,Northwest,Chestnut Hill-West Mt. Airy 1
42101023500,Chestnut Hill-West Mt. Airy,40.76526687,Average,118,Ozone concentration,Northwest,Chestnut Hill-West Mt. Airy 2
42101023600,Chestnut Hill-West Mt. Airy,40.75762257,Average,107,Ozone concentration,Northwest,Chestnut Hill-West Mt. Airy 3
42101023700,Chestnut Hill-West Mt. Airy,40.7576263,Average,115,Ozone concentration,Northwest,Chestnut Hill-West Mt. Airy 4
42101023800,Germantown,40.75762257,Average,107,Ozone concentration,Northwest,Germantown 1
42101023900,Chestnut Hill-West Mt. Airy,40.93617573,Average,122,Ozone concentration,Northwest,Chestnut Hill-West Mt. Airy 5
42101024000,East Falls-Westside,42.04177111,Average,153,Ozone concentration,Northwest,East Falls-Westside 4
42101024100,Germantown,40.99082947,Average,126,Ozone concentration,Northwest,Germantown 2
42101024200,Germantown,42.02354327,Average,152,Ozone concentration,Northwest,Germantown 3
42101024300,East Falls-Westside,42.10560769,Average,158,Ozone concentration,Northwest,East Falls-Westside 5
42101024400,East Falls-Westside,42.10560769,Average,158,Ozone concentration,Northwest,East Falls-Westside 6
42101024500,Germantown,41.15818068,Average,128,Ozone concentration,Northwest,Germantown 4
42101024600,Germantown,40.75762257,Average,107,Ozone concentration,Northwest,Germantown 5
42101024700,Germantown,40.75762257,Average,107,Ozone concentration,Northwest,Germantown 6
42101024800,Germantown,40.75762257,Average,107,Ozone concentration,Northwest,Germantown 7
42101024900,Germantown,40.75762257,Average,107,Ozone concentration,Northwest,Germantown 8
42101025200,East Mt. Airy,40.75762257,Average,107,Ozone concentration,Northwest,East Mt. Airy 1
42101025300,East Mt. Airy,40.75762257,Average,107,Ozone concentration,Northwest,East Mt. Airy 2
42101025400,East Mt. Airy,40.7576263,Average,115,Ozone concentration,Northwest,East Mt. Airy 3
42101025500,East Mt. Airy,40.73201865,Average,105,Ozone concentration,Northwest,East Mt. Airy 4
42101025600,East Mt. Airy,40.60997814,Above Average,84,Ozone concentration,Northwest,East Mt. Airy 5
42101025700,Chestnut Hill-West Mt. Airy,40.50638899,Above Average,77,Ozone concentration,Northwest,Chestnut Hill-West Mt. Airy 6
42101025800,West Oak Lane-Cedarbrook,40.50638899,Above Average,77,Ozone concentration,Upper North,West Oak Lane-Cedarbrook 1
42101025900,West Oak Lane-Cedarbrook,40.50638899,Above Average,77,Ozone concentration,Upper North,West Oak Lane-Cedarbrook 2
42101026000,West Oak Lane-Cedarbrook,40.50638899,Above Average,77,Ozone concentration,Upper North,West Oak Lane-Cedarbrook 3
42101026100,West Oak Lane-Cedarbrook,40.51449522,Above Average,82,Ozone concentration,Upper North,West Oak Lane-Cedarbrook 4
42101026200,West Oak Lane-Cedarbrook,40.62571377,Above Average,86,Ozone concentration,Upper North,West Oak Lane-Cedarbrook 5
42101026301,West Oak Lane-Cedarbrook,40.50638899,Above Average,77,Ozone concentration,Upper North,West Oak Lane-Cedarbrook 6
42101026302,West Oak Lane-Cedarbrook,40.06768763,Above Average,67,Ozone concentration,Upper North,West Oak Lane-Cedarbrook 7
42101026400,West Oak Lane-Cedarbrook,40.68817571,Average,103,Ozone concentration,Upper North,West Oak Lane-Cedarbrook 8
42101026500,Ogontz,39.82712328,Above Average,65,Ozone concentration,Upper North,Ogontz 1
42101026600,West Oak Lane-Cedarbrook,39.63667527,Above Average,58,Ozone concentration,Upper North,West Oak Lane-Cedarbrook 9
42101026700,Ogontz,39.63371366,Above Average,51,Ozone concentration,Upper North,Ogontz 2
42101026800,Oak Lane-Fernrock,39.63370994,Above Average,46,Ozone concentration,Upper North,Oak Lane-Fernrock 1
