geoid,neighborhood_name,value,average_label,rank,variable,region_name,tract_name
42101018300,Richmond-Bridesburg,7.980608463,Above Average,86,Particulate matter concentration,Lower Northeast (East),Richmond-Bridesburg 3
42101018400,Richmond-Bridesburg,7.951079845,Above Average,83,Particulate matter concentration,Lower Northeast (East),Richmond-Bridesburg 4
42101018800,Juniata Park-Harrowgate,8.523055077,Below Average,299,Particulate matter concentration,East,Juniata Park-Harrowgate 1
42101019000,Juniata Park-Harrowgate,7.743906498,Above Average,29,Particulate matter concentration,East,Juniata Park-Harrowgate 2
42101019100,Juniata Park-Harrowgate,7.608962536,Above Average,20,Particulate matter concentration,East,Juniata Park-Harrowgate 3
42101019200,Juniata Park-Harrowgate,7.602502823,Above Average,5,Particulate matter concentration,East,Juniata Park-Harrowgate 4
42101019501,Hunting Park-Fairhill,7.602502823,Above Average,5,Particulate matter concentration,East,Hunting Park-Fairhill 5
42101019502,Hunting Park-Fairhill,7.602502823,Above Average,5,Particulate matter concentration,East,Hunting Park-Fairhill 6
42101019700,Hunting Park-Fairhill,7.602502823,Above Average,5,Particulate matter concentration,East,Hunting Park-Fairhill 7
42101019800,Hunting Park-Fairhill,7.602502823,Above Average,5,Particulate matter concentration,East,Hunting Park-Fairhill 8
42101019900,Hunting Park-Fairhill,7.6025033,Above Average,16,Particulate matter concentration,East,Hunting Park-Fairhill 9
42101020000,Nicetown-Tioga,7.602502823,Above Average,5,Particulate matter concentration,Lower North,Nicetown-Tioga 6
42101020101,Nicetown-Tioga,7.712636471,Above Average,26,Particulate matter concentration,Lower North,Nicetown-Tioga 7
42101020102,Nicetown-Tioga,7.633916855,Above Average,22,Particulate matter concentration,Lower North,Nicetown-Tioga 8
42101020200,Nicetown-Tioga,8.279198647,Average,135,Particulate matter concentration,Lower North,Nicetown-Tioga 9
42101020300,Nicetown-Tioga,7.602502823,Above Average,5,Particulate matter concentration,East,Nicetown-Tioga 10
42101020400,Nicetown-Tioga,7.628149986,Above Average,21,Particulate matter concentration,East,Nicetown-Tioga 11
42101020500,Nicetown-Tioga,8.232143402,Average,127,Particulate matter concentration,Lower North,Nicetown-Tioga 12
42101020600,East Falls-Westside,8.285244942,Average,138,Particulate matter concentration,Northwest,East Falls-Westside 1
42101020700,East Falls-Westside,8.285244942,Average,138,Particulate matter concentration,Northwest,East Falls-Westside 2
42101020800,East Falls-Westside,8.285245895,Average,144,Particulate matter concentration,Northwest,East Falls-Westside 3
42101020900,Roxborough-Manayunk,8.285244942,Average,138,Particulate matter concentration,Northwest,Roxborough-Manayunk 1
42101021000,Roxborough-Manayunk,8.296356201,Average,170,Particulate matter concentration,Northwest,Roxborough-Manayunk 2
42101021100,Roxborough-Manayunk,8.285299301,Average,148,Particulate matter concentration,Northwest,Roxborough-Manayunk 3
42101021200,Roxborough-Manayunk,8.28835392,Average,167,Particulate matter concentration,Northwest,Roxborough-Manayunk 4
42101021300,Roxborough-Manayunk,8.297412872,Average,174,Particulate matter concentration,Northwest,Roxborough-Manayunk 5
42101021400,Roxborough-Manayunk,8.313605309,Average,178,Particulate matter concentration,Northwest,Roxborough-Manayunk 6
42101021500,Roxborough-Manayunk,8.299395561,Average,175,Particulate matter concentration,Northwest,Roxborough-Manayunk 7
42101021600,Roxborough-Manayunk,8.296625137,Average,173,Particulate matter concentration,Northwest,Roxborough-Manayunk 8
42101021700,Roxborough-Manayunk,8.29616642,Average,169,Particulate matter concentration,Northwest,Roxborough-Manayunk 9
42101021800,Roxborough-Manayunk,8.29641819,Average,171,Particulate matter concentration,Northwest,Roxborough-Manayunk 10
42101021900,Roxborough-Manayunk,8.29641819,Average,171,Particulate matter concentration,Northwest,Roxborough-Manayunk 11
42101022000,Roxborough-Manayunk,8.273730278,Average,134,Particulate matter concentration,Northwest,Roxborough-Manayunk 12
42101023100,Chestnut Hill-West Mt. Airy,8.253283501,Average,129,Particulate matter concentration,Northwest,Chestnut Hill-West Mt. Airy 1
42101023500,Chestnut Hill-West Mt. Airy,8.287656784,Average,154,Particulate matter concentration,Northwest,Chestnut Hill-West Mt. Airy 2
42101023600,Chestnut Hill-West Mt. Airy,8.287671089,Average,161,Particulate matter concentration,Northwest,Chestnut Hill-West Mt. Airy 3
42101023700,Chestnut Hill-West Mt. Airy,8.287671089,Average,161,Particulate matter concentration,Northwest,Chestnut Hill-West Mt. Airy 4
42101023800,Germantown,8.287671089,Average,161,Particulate matter concentration,Northwest,Germantown 1
42101023900,Chestnut Hill-West Mt. Airy,8.287349701,Average,153,Particulate matter concentration,Northwest,Chestnut Hill-West Mt. Airy 5
42101024000,East Falls-Westside,8.285360336,Average,149,Particulate matter concentration,Northwest,East Falls-Westside 4
42101024100,Germantown,8.287251472,Average,152,Particulate matter concentration,Northwest,Germantown 2
42101024200,Germantown,8.285392761,Average,150,Particulate matter concentration,Northwest,Germantown 3
42101024300,East Falls-Westside,8.285245895,Average,144,Particulate matter concentration,Northwest,East Falls-Westside 5
42101024400,East Falls-Westside,8.285244942,Average,138,Particulate matter concentration,Northwest,East Falls-Westside 6
42101024500,Germantown,8.286950111,Average,151,Particulate matter concentration,Northwest,Germantown 4
42101024600,Germantown,8.287671089,Average,161,Particulate matter concentration,Northwest,Germantown 5
42101024700,Germantown,8.287671089,Average,161,Particulate matter concentration,Northwest,Germantown 6
42101024800,Germantown,8.287671089,Average,161,Particulate matter concentration,Northwest,Germantown 7
42101024900,Germantown,8.287670135,Average,156,Particulate matter concentration,Northwest,Germantown 8
42101025200,East Mt. Airy,8.287670135,Average,156,Particulate matter concentration,Northwest,East Mt. Airy 1
42101025300,East Mt. Airy,8.287670135,Average,156,Particulate matter concentration,Northwest,East Mt. Airy 2
42101025400,East Mt. Airy,8.287670135,Average,156,Particulate matter concentration,Northwest,East Mt. Airy 3
42101025500,East Mt. Airy,8.281269073,Average,137,Particulate matter concentration,Northwest,East Mt. Airy 4
42101025600,East Mt. Airy,8.250757217,Average,128,Particulate matter concentration,Northwest,East Mt. Airy 5
42101025700,Chestnut Hill-West Mt. Airy,8.224858284,Average,121,Particulate matter concentration,Northwest,Chestnut Hill-West Mt. Airy 6
42101025800,West Oak Lane-Cedarbrook,8.224859238,Average,125,Particulate matter concentration,Upper North,West Oak Lane-Cedarbrook 1
42101025900,West Oak Lane-Cedarbrook,8.224858284,Average,121,Particulate matter concentration,Upper North,West Oak Lane-Cedarbrook 2
42101026000,West Oak Lane-Cedarbrook,8.224858284,Average,121,Particulate matter concentration,Upper North,West Oak Lane-Cedarbrook 3
42101026100,West Oak Lane-Cedarbrook,8.226884842,Average,126,Particulate matter concentration,Upper North,West Oak Lane-Cedarbrook 4
42101026200,West Oak Lane-Cedarbrook,8.254692078,Average,130,Particulate matter concentration,Upper North,West Oak Lane-Cedarbrook 5
42101026301,West Oak Lane-Cedarbrook,8.224858284,Average,121,Particulate matter concentration,Upper North,West Oak Lane-Cedarbrook 6
42101026302,West Oak Lane-Cedarbrook,8.139430046,Average,114,Particulate matter concentration,Upper North,West Oak Lane-Cedarbrook 7
42101026400,West Oak Lane-Cedarbrook,8.271946907,Average,133,Particulate matter concentration,Upper North,West Oak Lane-Cedarbrook 8
42101026500,Ogontz,8.080929756,Average,106,Particulate matter concentration,Upper North,Ogontz 1
42101026600,West Oak Lane-Cedarbrook,8.042309761,Average,102,Particulate matter concentration,Upper North,West Oak Lane-Cedarbrook 9
42101026700,Ogontz,8.037956238,Average,90,Particulate matter concentration,Upper North,Ogontz 2
42101026800,Oak Lane-Fernrock,8.037956238,Average,90,Particulate matter concentration,Upper North,Oak Lane-Fernrock 1
42101026900,Oak Lane-Fernrock,8.037956238,Average,90,Particulate matter concentration,Upper North,Oak Lane-Fernrock 2
42101027000,Oak Lane-Fernrock,8.037957191,Average,95,Particulate matter concentration,Upper North,Oak Lane-Fernrock 3
42101027100,Oak Lane-Fernrock,8.037957191,Average,95,Particulate matter concentration,Upper North,Oak Lane-Fernrock 4
42101027200,Oak Lane-Fernrock,8.037957191,Average,95,Particulate matter concentration,Upper North,Oak Lane-Fernrock 5
42101027300,Olney-Feltonville,8.037957191,Average,95,Particulate matter concentration,Upper North,Olney-Feltonville 1
42101027401,Olney-Feltonville,8.037956238,Average,90,Particulate matter concentration,Upper North,Olney-Feltonville 2
42101027402,Olney-Feltonville,8.037957191,Average,95,Particulate matter concentration,Upper North,Olney-Feltonville 3
42101027500,Olney-Feltonville,8.037957191,Average,95,Particulate matter concentration,Upper North,Olney-Feltonville 4
42101027600,Oak Lane-Fernrock,8.037956238,Average,90,Particulate matter concentration,Upper North,Oak Lane-Fernrock 6
42101027700,Ogontz,8.05312252,Average,103,Particulate matter concentration,Upper North,Ogontz 3
42101027800,Ogontz,8.037957191,Average,95,Particulate matter concentration,Upper North,Ogontz 4
42101027901,Ogontz,8.07154274,Average,105,Particulate matter concentration,Upper North,Ogontz 5
42101027902,Ogontz,8.070036888,Average,104,Particulate matter concentration,Upper North,Ogontz 6
42101028000,Logan,7.752634048,Above Average,33,Particulate matter concentration,Upper North,Logan 1
42101028100,Logan,7.766238689,Above Average,36,Particulate matter concentration,Upper North,Logan 2
42101028200,Logan,7.998444557,Above Average,88,Particulate matter concentration,Upper North,Logan 3
42101028300,Logan,7.603262424,Above Average,19,Particulate matter concentration,Upper North,Logan 4
42101028400,Logan,7.602502823,Above Average,5,Particulate matter concentration,Upper North,Logan 5
42101028500,Olney-Feltonville,7.68672514,Above Average,24,Particulate matter concentration,Upper North,Olney-Feltonville 5
42101028600,Olney-Feltonville,7.659409046,Above Average,23,Particulate matter concentration,Upper North,Olney-Feltonville 6
42101028700,Olney-Feltonville,7.602502823,Above Average,5,Particulate matter concentration,Upper North,Olney-Feltonville 7
42101028800,Olney-Feltonville,7.6025033,Above Average,16,Particulate matter concentration,Upper North,Olney-Feltonville 8
42101028901,Hunting Park-Fairhill,7.602502823,Above Average,5,Particulate matter concentration,Upper North,Hunting Park-Fairhill 10
42101028902,Olney-Feltonville,7.6025033,Above Average,16,Particulate matter concentration,Upper North,Olney-Feltonville 9
42101029000,Olney-Feltonville,7.742774963,Above Average,28,Particulate matter concentration,Upper North,Olney-Feltonville 10
42101029100,Lawndale-Crescentville,7.97236681,Above Average,85,Particulate matter concentration,Lower Northeast (West),Lawndale-Crescentville 1
42101029200,Lawndale-Crescentville,7.69835186,Above Average,25,Particulate matter concentration,Lower Northeast (East),Lawndale-Crescentville 2
42101029300,Frankford,7.889369011,Above Average,73,Particulate matter concentration,Lower Northeast (East),Frankford 1
42101029400,Frankford,7.889369011,Above Average,73,Particulate matter concentration,Lower Northeast (East),Frankford 2
42101029800,Wissinoming-Tacony,7.889369011,Above Average,73,Particulate matter concentration,Lower Northeast (East),Wissinoming-Tacony 1
42101029900,Frankford,7.889369011,Above Average,73,Particulate matter concentration,Lower Northeast (East),Frankford 3
42101030000,Frankford,7.889369011,Above Average,73,Particulate matter concentration,Lower Northeast (East),Frankford 4
42101030100,Frankford,7.889369011,Above Average,73,Particulate matter concentration,Lower Northeast (East),Frankford 5
42101030200,Frankford,7.889369011,Above Average,73,Particulate matter concentration,Lower Northeast (East),Frankford 6
42101030501,Lawndale-Crescentville,7.970237732,Above Average,84,Particulate matter concentration,Lower Northeast (West),Lawndale-Crescentville 3
42101030502,Lawndale-Crescentville,8.037557602,Above Average,89,Particulate matter concentration,Lower Northeast (West),Lawndale-Crescentville 4
42101030600,Lawndale-Crescentville,7.8799119,Above Average,69,Particulate matter concentration,Lower Northeast (West),Lawndale-Crescentville 5
42101030700,Lawndale-Crescentville,7.850662231,Above Average,57,Particulate matter concentration,Lower Northeast (West),Lawndale-Crescentville 6
42101030800,Oxford Circle,7.850661755,Above Average,50,Particulate matter concentration,Lower Northeast (West),Oxford Circle 1
42101030900,Oxford Circle,7.850661755,Above Average,50,Particulate matter concentration,Lower Northeast (West),Oxford Circle 2
42101031000,Oxford Circle,7.850662231,Above Average,57,Particulate matter concentration,Lower Northeast (West),Oxford Circle 3
42101031101,Oxford Circle,7.850661755,Above Average,50,Particulate matter concentration,Lower Northeast (West),Oxford Circle 4
42101031102,Oxford Circle,7.850662231,Above Average,57,Particulate matter concentration,Lower Northeast (West),Oxford Circle 5
42101031200,Oxford Circle,7.850662231,Above Average,57,Particulate matter concentration,Lower Northeast (West),Oxford Circle 6
42101031300,Oxford Circle,7.850661755,Above Average,50,Particulate matter concentration,Lower Northeast (West),Oxford Circle 7
42101031401,Oxford Circle,7.850661755,Above Average,50,Particulate matter concentration,Lower Northeast (West),Oxford Circle 8
42101031402,Oxford Circle,7.850661755,Above Average,50,Particulate matter concentration,Lower Northeast (West),Oxford Circle 9
42101031501,Mayfair-Holmesburg,7.850662231,Above Average,57,Particulate matter concentration,Lower Northeast (East),Mayfair-Holmesburg 1
42101031502,Mayfair-Holmesburg,7.850661755,Above Average,50,Particulate matter concentration,Lower Northeast (East),Mayfair-Holmesburg 2
42101031600,Mayfair-Holmesburg,7.863918781,Above Average,65,Particulate matter concentration,Lower Northeast (East),Mayfair-Holmesburg 3
42101031700,Mayfair-Holmesburg,7.875303268,Above Average,68,Particulate matter concentration,Lower Northeast (East),Mayfair-Holmesburg 4
42101031800,Mayfair-Holmesburg,7.873283863,Above Average,67,Particulate matter concentration,Lower Northeast (East),Mayfair-Holmesburg 5
42101031900,Wissinoming-Tacony,7.889369011,Above Average,73,Particulate matter concentration,Lower Northeast (East),Wissinoming-Tacony 2
42101032000,Wissinoming-Tacony,7.888694763,Above Average,70,Particulate matter concentration,Lower Northeast (East),Wissinoming-Tacony 3
42101032100,Wissinoming-Tacony,7.889369011,Above Average,73,Particulate matter concentration,Lower Northeast (East),Wissinoming-Tacony 4
42101032300,Wissinoming-Tacony,7.889368534,Above Average,71,Particulate matter concentration,Lower Northeast (East),Wissinoming-Tacony 5
42101032500,Wissinoming-Tacony,7.867177486,Above Average,66,Particulate matter concentration,Lower Northeast (East),Wissinoming-Tacony 6
42101032600,Mayfair-Holmesburg,7.489249706,Above Average,2,Particulate matter concentration,Lower Northeast (East),Mayfair-Holmesburg 6
42101032900,Mayfair-Holmesburg,7.721555233,Above Average,27,Particulate matter concentration,Lower Northeast (East),Mayfair-Holmesburg 7
42101033000,Mayfair-Holmesburg,7.560985565,Above Average,4,Particulate matter concentration,Lower Northeast (East),Mayfair-Holmesburg 8
42101033101,Mayfair-Holmesburg,7.780342579,Above Average,37,Particulate matter concentration,Lower Northeast (East),Mayfair-Holmesburg 9
