geoid,neighborhood_name,value,average_label,rank,variable,region_name,tract_name
42101036201,Torresdale North,51.367985609675635,Average,155,Health and Wellness,Far Northeast,Torresdale North 4
42101036202,Torresdale North,51.08434104325754,Average,157,Health and Wellness,Far Northeast,Torresdale North 5
42101036203,Torresdale North,53.04047525410501,Average,137,Health and Wellness,Far Northeast,Torresdale North 6
42101036301,Torresdale North,50.81979804263196,Average,161,Health and Wellness,Far Northeast,Torresdale North 7
42101036302,Torresdale North,60.06366597915891,Above Average,75,Health and Wellness,Far Northeast,Torresdale North 8
42101036303,Torresdale North,49.059834288920115,Average,179,Health and Wellness,Far Northeast,Torresdale North 9
42101036400,Torresdale North,24.5230225969072,Below Average,358,Health and Wellness,Far Northeast,Torresdale North 10
42101036501,Somerton,46.258637935837946,Average,220,Health and Wellness,Far Northeast,Somerton 6
42101036502,Somerton,52.28562345222993,Average,145,Health and Wellness,Far Northeast,Somerton 7
42101036600,Center City East,71.13876327870095,Above Average,40,Health and Wellness,Greater Center City,Center City East 11
42101036700,Northern Liberties-West Kensington,80.90105732102943,Above Average,12,Health and Wellness,Greater Center City,Northern Liberties-West Kensington 8
42101036900,University City,70.4695623851104,Above Average,42,Health and Wellness,Southwest,University City 12
42101037200,Snyder-Whitman,40.11089768387737,Below Average,280,Health and Wellness,South,Snyder-Whitman 5
42101037300,Grays Ferry-Passyunk,49.007357786385704,Average,181,Health and Wellness,South,Grays Ferry-Passyunk 4
42101037500,Overbrook Park-Wynnefield Heights,67.11244892449568,Above Average,56,Health and Wellness,West,Overbrook Park-Wynnefield Heights 11
42101037600,Northern Liberties-West Kensington,72.60436677068307,Above Average,36,Health and Wellness,Greater Center City,Northern Liberties-West Kensington 9
42101037700,Poplar-Temple,53.27954054275357,Average,135,Health and Wellness,Lower North,Poplar-Temple 8
42101037800,Richmond-Bridesburg,58.26311331462501,Above Average,89,Health and Wellness,East,Richmond-Bridesburg 5
42101037900,Richmond-Bridesburg,48.03740553401105,Average,197,Health and Wellness,East,Richmond-Bridesburg 6
42101038000,Frankford,43.90486868359322,Average,248,Health and Wellness,Lower Northeast (East),Frankford 7
42101038100,Wissinoming-Tacony,39.56210431570465,Below Average,284,Health and Wellness,Lower Northeast (East),Wissinoming-Tacony 7
42101038200,Juniata Park-Harrowgate,42.64550136422593,Average,259,Health and Wellness,East,Juniata Park-Harrowgate 5
42101038300,Hunting Park-Fairhill,48.08967735910878,Average,196,Health and Wellness,East,Hunting Park-Fairhill 11
42101038400,Roxborough-Manayunk,40.05577112792313,Below Average,282,Health and Wellness,Northwest,Roxborough-Manayunk 13
42101038500,Chestnut Hill-West Mt. Airy,44.7899667613949,Average,236,Health and Wellness,Northwest,Chestnut Hill-West Mt. Airy 7
42101038600,Chestnut Hill-West Mt. Airy,45.613637776872345,Average,227,Health and Wellness,Northwest,Chestnut Hill-West Mt. Airy 8
42101038700,Chestnut Hill-West Mt. Airy,54.82755824761312,Average,121,Health and Wellness,Northwest,Chestnut Hill-West Mt. Airy 9
42101038800,Chestnut Hill-West Mt. Airy,57.96748712236825,Above Average,93,Health and Wellness,Northwest,Chestnut Hill-West Mt. Airy 10
42101038900,East Mt. Airy,38.45856996748913,Below Average,295,Health and Wellness,Northwest,East Mt. Airy 6
42101039000,Lawndale-Crescentville,48.10607820075981,Average,195,Health and Wellness,Lower Northeast (West),Lawndale-Crescentville 7
